OBJECTID,COD_ORIG,ORIGEM___L,COD_DEST,DESTINO___,CARGA__KG_
"398","3136702",JUIZ DE FORA,"3170701",VARGINHA,"0"
"399","3136702",JUIZ DE FORA,"3300704",CABO FRIO,"0"
"400","3136702",JUIZ DE FORA,"3509502",CAMPINAS,"0"
"401","3136702",JUIZ DE FORA,"3549904",SÃO JOSÉ DOS CAMPOS,"0"
"402","3143302",MONTES CLAROS,"3121605",DIAMANTINA,"0"
"403","3143302",MONTES CLAROS,"3131307",IPATINGA,"0"
"404","3143302",MONTES CLAROS,"3301009",CAMPOS DOS GOYTACAZES,"0"
"405","3148004",PATOS DE MINAS,"3104007",ARAXÁ,"8"
"406","3148004",PATOS DE MINAS,"3170107",UBERABA,"0"
"407","3164704",SÃO SEBASTIÃO DO PARA,"5204508",CALDAS NOVAS,"0"
"408","3170107",UBERABA,"1505536",PARAUAPEBAS,"0"
"409","3170107",UBERABA,"1702109",ARAGUAÍNA,"1888"
"410","3170107",UBERABA,"2925303",PORTO SEGURO,"0"
"411","3170107",UBERABA,"3104007",ARAXÁ,"7"
"412","3170107",UBERABA,"3131307",IPATINGA,"0"
"413","3170206",UBERLÂNDIA,"1505536",PARAUAPEBAS,"0"
"414","3170206",UBERLÂNDIA,"1702109",ARAGUAÍNA,"1747"
"415","3170206",UBERLÂNDIA,"1721000",PALMAS,"0"
"416","3170206",UBERLÂNDIA,"3131307",IPATINGA,"0"
"417","3170206",UBERLÂNDIA,"3134202",ITUIUTABA,"0"
"418","3170206",UBERLÂNDIA,"3143302",MONTES CLAROS,"0"
"419","3170206",UBERLÂNDIA,"3170107",UBERABA,"1555"
"420","3170206",UBERLÂNDIA,"3509502",CAMPINAS,"0"
"421","3170206",UBERLÂNDIA,"3543402",RIBEIRÃO PRETO,"292"
"422","3170206",UBERLÂNDIA,"5218805",RIO VERDE,"63"
"423","3170701",VARGINHA,"3106200",BELO HORIZONTE,"0"
"424","3170701",VARGINHA,"3304557",RIO DE JANEIRO,"0"
"425","3205309",VITÓRIA,"1400100",BOA VISTA,"707"
"426","3205309",VITÓRIA,"2605459",FERNANDO DE NORONHA,"0"
"427","3205309",VITÓRIA,"2704302",MACEIÓ,"0"
"428","3205309",VITÓRIA,"2913606",ILHÉUS,"270"
"429","3205309",VITÓRIA,"2925303",PORTO SEGURO,"182"
"430","3205309",VITÓRIA,"3127701",GOVERNADOR VALADARES,"122"
"431","3205309",VITÓRIA,"3131307",IPATINGA,"231"
"432","3205309",VITÓRIA,"3300704",CABO FRIO,"20045"
"433","3205309",VITÓRIA,"3301009",CAMPOS DOS GOYTACAZES,"0"
"434","3205309",VITÓRIA,"3302403",MACAÉ,"0"
"435","3205309",VITÓRIA,"3543402",RIBEIRÃO PRETO,"0"
"436","3205309",VITÓRIA,"4115200",MARINGÁ,"75457"
"437","3205309",VITÓRIA,"5103403",CUIABÁ,"0"
"438","3205309",VITÓRIA,"5208707",GOIÂNIA,"6892"
"439","3300704",CABO FRIO,"3509502",CAMPINAS,"358754"
"440","3300704",CABO FRIO,"4106902",CURITIBA,"39274"
"441","3300704",CABO FRIO,"4314902",PORTO ALEGRE,"33281"
"442","3302403",MACAÉ,"3301009",CAMPOS DOS GOYTACAZES,"0"
"443","3304557",RIO DE JANEIRO,"1100205",PORTO VELHO,"26682"
"444","3304557",RIO DE JANEIRO,"1302603",MANAUS,"2667721"
"445","3304557",RIO DE JANEIRO,"1400100",BOA VISTA,"40813"
"446","3304557",RIO DE JANEIRO,"1501402",BELÉM,"1503180"
"447","3304557",RIO DE JANEIRO,"1505536",PARAUAPEBAS,"0"
"448","3304557",RIO DE JANEIRO,"1506807",SANTARÉM,"37988"
"449","3304557",RIO DE JANEIRO,"1600303",MACAPÁ,"286477"
"450","3304557",RIO DE JANEIRO,"1600709",TARTARUGALZINHO,"0"
"451","3304557",RIO DE JANEIRO,"1721000",PALMAS,"0"
"452","3304557",RIO DE JANEIRO,"2111300",SÃO LUÍS,"296972"
"453","3304557",RIO DE JANEIRO,"2211001",TERESINA,"299998"
"454","3304557",RIO DE JANEIRO,"2304400",FORTALEZA,"3529934"
"455","3304557",RIO DE JANEIRO,"2307304",JUAZEIRO DO NORTE,"322115"
"456","3304557",RIO DE JANEIRO,"2408102",NATAL,"1296483"
"457","3304557",RIO DE JANEIRO,"2504009",CAMPINA GRANDE,"170560"
"458","3304557",RIO DE JANEIRO,"2507507",JOÃO PESSOA,"799709"
"459","3304557",RIO DE JANEIRO,"2605459",FERNANDO DE NORONHA,"30"
"460","3304557",RIO DE JANEIRO,"2611101",PETROLINA,"14582"
"461","3304557",RIO DE JANEIRO,"2611606",RECIFE,"4198205"
"462","3304557",RIO DE JANEIRO,"2704302",MACEIÓ,"887649"
"463","3304557",RIO DE JANEIRO,"2800308",ARACAJU,"424661"
"464","3304557",RIO DE JANEIRO,"2913606",ILHÉUS,"12675"
"465","3304557",RIO DE JANEIRO,"2925303",PORTO SEGURO,"86"
"466","3304557",RIO DE JANEIRO,"2927408",SALVADOR,"3870386"
"467","3304557",RIO DE JANEIRO,"2932507",UNA,"0"
"468","3304557",RIO DE JANEIRO,"3105608",BARBACENA,"0"
"469","3304557",RIO DE JANEIRO,"3106200",BELO HORIZONTE,"1144270"
"470","3304557",RIO DE JANEIRO,"3131307",IPATINGA,"0"
"471","3304557",RIO DE JANEIRO,"3136702",JUIZ DE FORA,"195"
"472","3304557",RIO DE JANEIRO,"3162500",SÃO JOÃO DEL REI,"116"
"473","3304557",RIO DE JANEIRO,"3170107",UBERABA,"0"
"474","3304557",RIO DE JANEIRO,"3170206",UBERLÂNDIA,"12638"
"475","3304557",RIO DE JANEIRO,"3205309",VITÓRIA,"2797069"
"476","3304557",RIO DE JANEIRO,"3300100",ANGRA DOS REIS,"0"
"477","3304557",RIO DE JANEIRO,"3300233",ARMAÇÃO DE BÚZIOS,"0"
"478","3304557",RIO DE JANEIRO,"3300704",CABO FRIO,"2818"
"479","3304557",RIO DE JANEIRO,"3301009",CAMPOS DOS GOYTACAZES,"0"
"480","3304557",RIO DE JANEIRO,"3302403",MACAÉ,"0"
"481","3304557",RIO DE JANEIRO,"3303807",PARATI,"0"
"482","3304557",RIO DE JANEIRO,"3304557",RIO DE JANEIRO,"0"
"483","3304557",RIO DE JANEIRO,"3509502",CAMPINAS,"1006884"
"484","3304557",RIO DE JANEIRO,"3541406",PRESIDENTE PRUDENTE,"0"
"485","3304557",RIO DE JANEIRO,"3543402",RIBEIRÃO PRETO,"644"
"486","3304557",RIO DE JANEIRO,"3549805",SÃO JOSÉ DO RIO PRETO,"270"
"487","3304557",RIO DE JANEIRO,"3549904",SÃO JOSÉ DOS CAMPOS,"2600"
"488","3304557",RIO DE JANEIRO,"4106902",CURITIBA,"1907282"
"489","3304557",RIO DE JANEIRO,"4108304",FOZ DO IGUAÇU,"82995"
"490","3304557",RIO DE JANEIRO,"4113700",LONDRINA,"122050"
"491","3304557",RIO DE JANEIRO,"4115200",MARINGÁ,"127030"
"492","3304557",RIO DE JANEIRO,"4205407",FLORIANÓPOLIS,"687063"
"493","3304557",RIO DE JANEIRO,"4211306",NAVEGANTES,"134661"
"494","3304557",RIO DE JANEIRO,"4314902",PORTO ALEGRE,"3099076"
"495","3304557",RIO DE JANEIRO,"5002704",CAMPO GRANDE,"79726"
"496","3304557",RIO DE JANEIRO,"5103403",CUIABÁ,"25259"
"497","3304557",RIO DE JANEIRO,"5208707",GOIÂNIA,"481787"
"498","3304557",RIO DE JANEIRO,"5300108",BRASÍLIA,"4454481"
"499","3502804",ARAÇATUBA,"3170107",UBERABA,"0"
"500","3502804",ARAÇATUBA,"3529005",MARÍLIA,"1"
"501","3505500",BARRETOS,"3543402",RIBEIRÃO PRETO,"0"
"502","3506003",BAURU,"3502804",ARAÇATUBA,"243"
"503","3506003",BAURU,"3529005",MARÍLIA,"12"
"504","3509502",CAMPINAS,"1302603",MANAUS,"1618723"
"505","3509502",CAMPINAS,"1506807",SANTARÉM,"32395"
"506","3509502",CAMPINAS,"2111300",SÃO LUÍS,"26245"
"507","3509502",CAMPINAS,"2211001",TERESINA,"0"
"508","3509502",CAMPINAS,"2408102",NATAL,"2100"
"509","3509502",CAMPINAS,"2507507",JOÃO PESSOA,"57531"
"510","3509502",CAMPINAS,"2704302",MACEIÓ,"0"
"511","3509502",CAMPINAS,"2800308",ARACAJU,"0"
"512","3509502",CAMPINAS,"2925303",PORTO SEGURO,"0"
"513","3509502",CAMPINAS,"3205309",VITÓRIA,"853650"
"514","3509502",CAMPINAS,"3502804",ARAÇATUBA,"1"
"515","3509502",CAMPINAS,"3506003",BAURU,"0"
"516","3509502",CAMPINAS,"3529005",MARÍLIA,"0"
"517","3509502",CAMPINAS,"3549805",SÃO JOSÉ DO RIO PRETO,"0"
"518","3509502",CAMPINAS,"4104808",CASCAVEL,"281"
"519","3509502",CAMPINAS,"4108304",FOZ DO IGUAÇU,"7"
"520","3509502",CAMPINAS,"4113700",LONDRINA,"0"
"521","3509502",CAMPINAS,"4115200",MARINGÁ,"126301"
"522","3509502",CAMPINAS,"4205407",FLORIANÓPOLIS,"127211"
"523","3509502",CAMPINAS,"4209102",JOINVILLE,"0"
"524","3509502",CAMPINAS,"4211306",NAVEGANTES,"0"
"525","3509502",CAMPINAS,"5002704",CAMPO GRANDE,"754"
"526","3509502",CAMPINAS,"5003702",DOURADOS,"98"
"527","3509502",CAMPINAS,"5103403",CUIABÁ,"0"
"528","3509502",CAMPINAS,"5204508",CALDAS NOVAS,"0"
"529","3509502",CAMPINAS,"5208707",GOIÂNIA,"0"
"530","3529005",MARÍLIA,"3543402",RIBEIRÃO PRETO,"0"
"531","3529005",MARÍLIA,"3549904",SÃO JOSÉ DOS CAMPOS,"0"
"532","3541406",PRESIDENTE PRUDENTE,"2111300",SÃO LUÍS,"0"
"533","3541406",PRESIDENTE PRUDENTE,"3502804",ARAÇATUBA,"2"
"534","3541406",PRESIDENTE PRUDENTE,"3506003",BAURU,"0"
"535","3541406",PRESIDENTE PRUDENTE,"3509502",CAMPINAS,"0"
"536","3541406",PRESIDENTE PRUDENTE,"3529005",MARÍLIA,"58"
"537","3541406",PRESIDENTE PRUDENTE,"3543402",RIBEIRÃO PRETO,"0"
"538","3541406",PRESIDENTE PRUDENTE,"4113700",LONDRINA,"0"
"539","3541406",PRESIDENTE PRUDENTE,"5002704",CAMPO GRANDE,"4500"
"540","3543402",RIBEIRÃO PRETO,"1100122",JI-PARANÁ,"0"
"541","3543402",RIBEIRÃO PRETO,"2903201",BARREIRAS,"0"
"542","3543402",RIBEIRÃO PRETO,"2913606",ILHÉUS,"0"
"543","3543402",RIBEIRÃO PRETO,"2933307",VITÓRIA DA CONQUISTA,"0"
"544","3543402",RIBEIRÃO PRETO,"3170107",UBERABA,"0"
"545","3543402",RIBEIRÃO PRETO,"3506003",BAURU,"0"
"546","3543402",RIBEIRÃO PRETO,"3509502",CAMPINAS,"0"
"547","3543402",RIBEIRÃO PRETO,"3549805",SÃO JOSÉ DO RIO PRETO,"1620"
"548","3543402",RIBEIRÃO PRETO,"5201108",ANÁPOLIS,"0"
"549","3549805",SÃO JOSÉ DO RIO PRETO,"2903201",BARREIRAS,"0"
"550","3549805",SÃO JOSÉ DO RIO PRETO,"2933307",VITÓRIA DA CONQUISTA,"0"
"551","3549805",SÃO JOSÉ DO RIO PRETO,"3164704",SÃO SEBASTIÃO DO PARAÍ,"0"
"552","3549805",SÃO JOSÉ DO RIO PRETO,"3300704",CABO FRIO,"0"
"553","3549805",SÃO JOSÉ DO RIO PRETO,"3502804",ARAÇATUBA,"0"
"554","3549805",SÃO JOSÉ DO RIO PRETO,"3506003",BAURU,"0"
"555","3549805",SÃO JOSÉ DO RIO PRETO,"3529005",MARÍLIA,"0"
"556","3549904",SÃO JOSÉ DOS CAMPOS,"3509502",CAMPINAS,"0"
"557","3549904",SÃO JOSÉ DOS CAMPOS,"3550308",SÃO PAULO,"0"
"558","3550308",SÃO PAULO,"1100122",JI-PARANÁ,"122"
"559","3550308",SÃO PAULO,"1100205",PORTO VELHO,"252840"
"560","3550308",SÃO PAULO,"1200401",RIO BRANCO,"40051"
"561","3550308",SÃO PAULO,"1302603",MANAUS,"99343983"
"562","3550308",SÃO PAULO,"1400100",BOA VISTA,"26852"
"563","3550308",SÃO PAULO,"1501402",BELÉM,"4086991"
"564","3550308",SÃO PAULO,"1506807",SANTARÉM,"64874"
"565","3550308",SÃO PAULO,"1600303",MACAPÁ,"753461"
"566","3550308",SÃO PAULO,"1721000",PALMAS,"499000"
"567","3550308",SÃO PAULO,"2111300",SÃO LUÍS,"1059529"
"568","3550308",SÃO PAULO,"2211001",TERESINA,"1341881"
"569","3550308",SÃO PAULO,"2304400",FORTALEZA,"21491642"
"570","3550308",SÃO PAULO,"2307304",JUAZEIRO DO NORTE,"37460"
"571","3550308",SÃO PAULO,"2408102",NATAL,"4208836"
"572","3550308",SÃO PAULO,"2507507",JOÃO PESSOA,"1700995"
"573","3550308",SÃO PAULO,"2605459",FERNANDO DE NORONHA,"211845"
"574","3550308",SÃO PAULO,"2611101",PETROLINA,"408556"
"575","3550308",SÃO PAULO,"2611606",RECIFE,"17085126"
"576","3550308",SÃO PAULO,"2704302",MACEIÓ,"2395803"
"577","3550308",SÃO PAULO,"2800308",ARACAJU,"1029280"
"578","3550308",SÃO PAULO,"2903201",BARREIRAS,"0"
"579","3550308",SÃO PAULO,"2913606",ILHÉUS,"1053215"
"580","3550308",SÃO PAULO,"2925303",PORTO SEGURO,"482115"
"581","3550308",SÃO PAULO,"2927408",SALVADOR,"16390430"
"582","3550308",SÃO PAULO,"2932507",UNA,"58567"
"583","3550308",SÃO PAULO,"2933307",VITÓRIA DA CONQUISTA,"720"
"584","3550308",SÃO PAULO,"3106200",BELO HORIZONTE,"5984600"
"585","3550308",SÃO PAULO,"3127701",GOVERNADOR VALADARES,"213"
"586","3550308",SÃO PAULO,"3131307",IPATINGA,"189"
"587","3550308",SÃO PAULO,"3136702",JUIZ DE FORA,"785"
"588","3550308",SÃO PAULO,"3170107",UBERABA,"260"
"589","3550308",SÃO PAULO,"3170206",UBERLÂNDIA,"1076084"
"590","3550308",SÃO PAULO,"3170701",VARGINHA,"0"
"591","3550308",SÃO PAULO,"3205309",VITÓRIA,"3094442"
"592","3550308",SÃO PAULO,"3300704",CABO FRIO,"99525"
"593","3550308",SÃO PAULO,"3301009",CAMPOS DOS GOYTACAZES,"0"
"594","3550308",SÃO PAULO,"3304557",RIO DE JANEIRO,"9767698"
"595","3550308",SÃO PAULO,"3502804",ARAÇATUBA,"12106"
"596","3550308",SÃO PAULO,"3505500",BARRETOS,"0"
"597","3550308",SÃO PAULO,"3506003",BAURU,"21971"
"598","3550308",SÃO PAULO,"3509502",CAMPINAS,"271990"
"599","3550308",SÃO PAULO,"3529005",MARÍLIA,"4542"
"600","3550308",SÃO PAULO,"3541406",PRESIDENTE PRUDENTE,"316868"
"601","3550308",SÃO PAULO,"3543402",RIBEIRÃO PRETO,"573629"
"602","3550308",SÃO PAULO,"3548906",SÃO CARLOS,"0"
"603","3550308",SÃO PAULO,"3549805",SÃO JOSÉ DO RIO PRETO,"713064"
"604","3550308",SÃO PAULO,"3550308",SÃO PAULO,"904"
"605","3550308",SÃO PAULO,"4104808",CASCAVEL,"336"
"606","3550308",SÃO PAULO,"4106902",CURITIBA,"5603421"
"607","3550308",SÃO PAULO,"4108304",FOZ DO IGUAÇU,"338345"
"608","3550308",SÃO PAULO,"4113700",LONDRINA,"723637"
"609","3550308",SÃO PAULO,"4115200",MARINGÁ,"361191"
"610","3550308",SÃO PAULO,"4204202",CHAPECÓ,"347727"
"611","3550308",SÃO PAULO,"4204608",CRICIÚMA,"73"
"612","3550308",SÃO PAULO,"4205407",FLORIANÓPOLIS,"4268038"
"613","3550308",SÃO PAULO,"4209102",JOINVILLE,"905285"
"614","3550308",SÃO PAULO,"4211306",NAVEGANTES,"1038796"
"615","3550308",SÃO PAULO,"4305108",CAXIAS DO SUL,"404630"
"616","3550308",SÃO PAULO,"4314100",PASSO FUNDO,"48719"
"617","3550308",SÃO PAULO,"4314902",PORTO ALEGRE,"11838696"
"618","3550308",SÃO PAULO,"5002209",BONITO,"0"
"619","3550308",SÃO PAULO,"5002704",CAMPO GRANDE,"3494472"
"620","3550308",SÃO PAULO,"5003702",DOURADOS,"5429"
"621","3550308",SÃO PAULO,"5103403",CUIABÁ,"2286973"
"622","3550308",SÃO PAULO,"5204508",CALDAS NOVAS,"0"
"623","3550308",SÃO PAULO,"5208707",GOIÂNIA,"3769696"
"624","3550308",SÃO PAULO,"5300108",BRASÍLIA,"22119835"
"625","4104808",CASCAVEL,"3541406",PRESIDENTE PRUDENTE,"0"
"626","4104808",CASCAVEL,"3549805",SÃO JOSÉ DO RIO PRETO,"0"
"627","4104808",CASCAVEL,"4209102",JOINVILLE,"0"
"628","4104808",CASCAVEL,"5003702",DOURADOS,"998"
"629","4104808",CASCAVEL,"5103403",CUIABÁ,"335"
"630","4104808",CASCAVEL,"5107602",RONDONÓPOLIS,"0"
"631","4106902",CURITIBA,"1100205",PORTO VELHO,"193722"
"632","4106902",CURITIBA,"1302603",MANAUS,"810375"
"633","4106902",CURITIBA,"1501402",BELÉM,"25232"
"634","4106902",CURITIBA,"1600303",MACAPÁ,"0"
"635","4106902",CURITIBA,"2211001",TERESINA,"178044"
"636","4106902",CURITIBA,"2304400",FORTALEZA,"119613"
"637","4106902",CURITIBA,"2408102",NATAL,"10695"
"638","4106902",CURITIBA,"2704302",MACEIÓ,"0"
"639","4106902",CURITIBA,"2925303",PORTO SEGURO,"0"
"640","4106902",CURITIBA,"3205309",VITÓRIA,"61815"
"641","4106902",CURITIBA,"3509502",CAMPINAS,"1053719"
"642","4106902",CURITIBA,"3541406",PRESIDENTE PRUDENTE,"0"
"643","4106902",CURITIBA,"3543402",RIBEIRÃO PRETO,"22"
"644","4106902",CURITIBA,"3549904",SÃO JOSÉ DOS CAMPOS,"0"
"645","4106902",CURITIBA,"4104808",CASCAVEL,"543"
"646","4106902",CURITIBA,"4108304",FOZ DO IGUAÇU,"226159"
"647","4106902",CURITIBA,"4109401",GUARAPUAVA,"0"
"648","4106902",CURITIBA,"4113700",LONDRINA,"538227"
"649","4106902",CURITIBA,"4115200",MARINGÁ,"253063"
"650","4106902",CURITIBA,"4203006",CAÇADOR,"0"
"651","4106902",CURITIBA,"4204202",CHAPECÓ,"0"
"652","4106902",CURITIBA,"4205407",FLORIANÓPOLIS,"108790"
"653","4106902",CURITIBA,"4209003",JOAÇABA,"0"
"654","4106902",CURITIBA,"4209102",JOINVILLE,"0"
"655","4106902",CURITIBA,"4305108",CAXIAS DO SUL,"65997"
"656","4106902",CURITIBA,"4307005",ERECHIM,"0"
"657","4106902",CURITIBA,"4314100",PASSO FUNDO,"0"
"658","4106902",CURITIBA,"5002704",CAMPO GRANDE,"224065"
"659","4106902",CURITIBA,"5003702",DOURADOS,"44"
"660","4106902",CURITIBA,"5103403",CUIABÁ,"270132"
"661","4106902",CURITIBA,"5107602",RONDONÓPOLIS,"1243"
"662","4106902",CURITIBA,"5204508",CALDAS NOVAS,"0"
"663","4108304",FOZ DO IGUAÇU,"3543402",RIBEIRÃO PRETO,"0"
"664","4108304",FOZ DO IGUAÇU,"4104808",CASCAVEL,"0"
"665","4108304",FOZ DO IGUAÇU,"4113700",LONDRINA,"903"
"666","4108304",FOZ DO IGUAÇU,"4115200",MARINGÁ,"335"
"667","4108304",FOZ DO IGUAÇU,"5003702",DOURADOS,"3"
"668","4113700",LONDRINA,"3543402",RIBEIRÃO PRETO,"0"
"669","4113700",LONDRINA,"4104808",CASCAVEL,"901"
"670","4113700",LONDRINA,"4115200",MARINGÁ,"3154"
"671","4113700",LONDRINA,"4209102",JOINVILLE,"0"
"672","4113700",LONDRINA,"5204508",CALDAS NOVAS,"0"
"673","4115200",MARINGÁ,"3502804",ARAÇATUBA,"0"
"674","4115200",MARINGÁ,"3506003",BAURU,"0"
"675","4115200",MARINGÁ,"3529005",MARÍLIA,"36"
"676","4115200",MARINGÁ,"4104808",CASCAVEL,"2844"
"677","4115200",MARINGÁ,"4209102",JOINVILLE,"4"
"678","4115200",MARINGÁ,"5107602",RONDONÓPOLIS,"2871"
"679","4203006",CAÇADOR,"4205407",FLORIANÓPOLIS,"0"
"680","4203006",CAÇADOR,"4307005",ERECHIM,"0"
"681","4204202",CHAPECÓ,"3106200",BELO HORIZONTE,"94"
"682","4204202",CHAPECÓ,"4109401",GUARAPUAVA,"0"
"683","4204202",CHAPECÓ,"4307005",ERECHIM,"0"
"684","4204202",CHAPECÓ,"4314100",PASSO FUNDO,"0"
"685","4204608",CRICIÚMA,"4106902",CURITIBA,"0"
"686","4205407",FLORIANÓPOLIS,"2925303",PORTO SEGURO,"0"
"687","4205407",FLORIANÓPOLIS,"3543402",RIBEIRÃO PRETO,"0"
"688","4205407",FLORIANÓPOLIS,"3549805",SÃO JOSÉ DO RIO PRETO,"0"
"689","4205407",FLORIANÓPOLIS,"4108304",FOZ DO IGUAÇU,"0"
"690","4205407",FLORIANÓPOLIS,"4113700",LONDRINA,"0"
"691","4205407",FLORIANÓPOLIS,"4115200",MARINGÁ,"0"
"692","4205407",FLORIANÓPOLIS,"4204202",CHAPECÓ,"163321"
"693","4205407",FLORIANÓPOLIS,"4204608",CRICIÚMA,"0"
"694","4205407",FLORIANÓPOLIS,"4209003",JOAÇABA,"0"
"695","4205407",FLORIANÓPOLIS,"4209102",JOINVILLE,"0"
"696","4205407",FLORIANÓPOLIS,"4211306",NAVEGANTES,"0"
"697","4205407",FLORIANÓPOLIS,"4307005",ERECHIM,"0"
"698","4205407",FLORIANÓPOLIS,"4314100",PASSO FUNDO,"0"
"699","4205407",FLORIANÓPOLIS,"5208707",GOIÂNIA,"0"
"700","4209003",JOAÇABA,"4203006",CAÇADOR,"0"
"701","4209003",JOAÇABA,"4307005",ERECHIM,"0"
"702","4209102",JOINVILLE,"4204608",CRICIÚMA,"285"
"703","4211306",NAVEGANTES,"1600303",MACAPÁ,"17564"
"704","4211306",NAVEGANTES,"3543402",RIBEIRÃO PRETO,"0"
"705","4211306",NAVEGANTES,"3549904",SÃO JOSÉ DOS CAMPOS,"0"
"706","4211306",NAVEGANTES,"4115200",MARINGÁ,"0"
"707","4211306",NAVEGANTES,"4204608",CRICIÚMA,"0"
"708","4211306",NAVEGANTES,"4209102",JOINVILLE,"2398"
"709","4305108",CAXIAS DO SUL,"4314902",PORTO ALEGRE,"0"
"710","4314100",PASSO FUNDO,"4203006",CAÇADOR,"0"
"711","4314100",PASSO FUNDO,"4209003",JOAÇABA,"0"
"712","4314100",PASSO FUNDO,"4307005",ERECHIM,"0"
"713","4314100",PASSO FUNDO,"4317202",SANTA ROSA,"0"
"714","4314100",PASSO FUNDO,"4317509",SANTO ÂNGELO,"0"
"715","4314407",PELOTAS,"4305108",CAXIAS DO SUL,"0"
"716","4314407",PELOTAS,"4315602",RIO GRANDE,"0"
"717","4314902",PORTO ALEGRE,"1100205",PORTO VELHO,"194200"
"718","4314902",PORTO ALEGRE,"1302603",MANAUS,"201366"
"719","4314902",PORTO ALEGRE,"2304400",FORTALEZA,"321194"
"720","4314902",PORTO ALEGRE,"2307304",JUAZEIRO DO NORTE,"6801"
"721","4314902",PORTO ALEGRE,"2408102",NATAL,"0"
"722","4314902",PORTO ALEGRE,"2704302",MACEIÓ,"0"
"723","4314902",PORTO ALEGRE,"2925303",PORTO SEGURO,"0"
"724","4314902",PORTO ALEGRE,"3205309",VITÓRIA,"19552"
"725","4314902",PORTO ALEGRE,"3509502",CAMPINAS,"394282"
"726","4314902",PORTO ALEGRE,"3543402",RIBEIRÃO PRETO,"0"
"727","4314902",PORTO ALEGRE,"3549805",SÃO JOSÉ DO RIO PRETO,"0"
"728","4314902",PORTO ALEGRE,"4104808",CASCAVEL,"0"
"729","4314902",PORTO ALEGRE,"4106902",CURITIBA,"1832560"
"730","4314902",PORTO ALEGRE,"4108304",FOZ DO IGUAÇU,"1084"
"731","4314902",PORTO ALEGRE,"4113700",LONDRINA,"131473"
"732","4314902",PORTO ALEGRE,"4115200",MARINGÁ,"0"
"733","4314902",PORTO ALEGRE,"4203006",CAÇADOR,"0"
"734","4314902",PORTO ALEGRE,"4204202",CHAPECÓ,"0"
"735","4314902",PORTO ALEGRE,"4204608",CRICIÚMA,"73"
"736","4314902",PORTO ALEGRE,"4205407",FLORIANÓPOLIS,"654538"
"737","4314902",PORTO ALEGRE,"4209003",JOAÇABA,"0"
"738","4314902",PORTO ALEGRE,"4209102",JOINVILLE,"334"
"739","4314902",PORTO ALEGRE,"4211306",NAVEGANTES,"0"
"740","4314902",PORTO ALEGRE,"4307005",ERECHIM,"0"
"741","4314902",PORTO ALEGRE,"4310207",IJUÍ,"0"
"742","4314902",PORTO ALEGRE,"4314100",PASSO FUNDO,"0"
"743","4314902",PORTO ALEGRE,"4314407",PELOTAS,"0"
"744","4314902",PORTO ALEGRE,"4315602",RIO GRANDE,"0"
"745","4314902",PORTO ALEGRE,"4316907",SANTA MARIA,"0"
"746","4314902",PORTO ALEGRE,"4317202",SANTA ROSA,"0"
"747","4314902",PORTO ALEGRE,"4317509",SANTO ÂNGELO,"0"
"748","4314902",PORTO ALEGRE,"4322400",URUGUAIANA,"0"
"749","4314902",PORTO ALEGRE,"5002704",CAMPO GRANDE,"210798"
"750","4314902",PORTO ALEGRE,"5103403",CUIABÁ,"205211"
"751","4314902",PORTO ALEGRE,"5208707",GOIÂNIA,"0"
"752","4315602",RIO GRANDE,"4305108",CAXIAS DO SUL,"0"
"753","4316907",SANTA MARIA,"4317202",SANTA ROSA,"0"
"754","4316907",SANTA MARIA,"4317509",SANTO ÂNGELO,"0"
"755","4316907",SANTA MARIA,"4322400",URUGUAIANA,"0"
"756","4317509",SANTO ÂNGELO,"4317202",SANTA ROSA,"0"
"757","4322400",URUGUAIANA,"4314100",PASSO FUNDO,"0"
"758","5002209",BONITO,"5003207",CORUMBÁ,"524"
"759","5002704",CAMPO GRANDE,"1100205",PORTO VELHO,"154172"
"760","5002704",CAMPO GRANDE,"1200203",CRUZEIRO DO SUL,"0"
"761","5002704",CAMPO GRANDE,"1200401",RIO BRANCO,"95"
"762","5002704",CAMPO GRANDE,"1400100",BOA VISTA,"56"
"763","5002704",CAMPO GRANDE,"2925303",PORTO SEGURO,"0"
"764","5002704",CAMPO GRANDE,"3549805",SÃO JOSÉ DO RIO PRETO,"668"
"765","5002704",CAMPO GRANDE,"4104808",CASCAVEL,"11878"
"766","5002704",CAMPO GRANDE,"4108304",FOZ DO IGUAÇU,"2220"
"767","5002704",CAMPO GRANDE,"4113700",LONDRINA,"15642"
"768","5002704",CAMPO GRANDE,"4115200",MARINGÁ,"4383"
"769","5002704",CAMPO GRANDE,"5002209",BONITO,"0"
"770","5002704",CAMPO GRANDE,"5003207",CORUMBÁ,"145"
"771","5002704",CAMPO GRANDE,"5003702",DOURADOS,"6865"
"772","5003207",CORUMBÁ,"5003702",DOURADOS,"0"
"773","5003702",DOURADOS,"3543402",RIBEIRÃO PRETO,"0"
"774","5003702",DOURADOS,"4209102",JOINVILLE,"0"
"775","5101407",ARIPUANÃ,"5105101",JUARA,"0"
"776","5101407",ARIPUANÃ,"5105150",JUÍNA,"0"
"777","5103353",CONFRESA,"1506708",SANTANA DO ARAGUAIA,"50"
"778","5103403",CUIABÁ,"1100122",JI-PARANÁ,"11394"
"779","5103403",CUIABÁ,"1100205",PORTO VELHO,"614236"
"780","5103403",CUIABÁ,"1100304",VILHENA,"7646"
"781","5103403",CUIABÁ,"1200203",CRUZEIRO DO SUL,"0"
